id,type,subtype,name,rank,slash,crush,pierce,blaze,freeze,spark,divine,parent,skill,cost,prereq,materials
M-LB-012,Melee,Long Blade,Railblade V,13,573,0,0,1,0,1,0,M-LB-011,"Blade Wielder VI, Long Blade Master IV",52000,M-LB-011,Spark Knight God Needle:1|Spark Knight Steel:1|Spark Knight Amethyst:1|Super Conductor:1|Oracle Spark Crystal:1
M-LB-013,Melee,Long Blade,Railblade EX,14,593,0,0,1,0,1,0,M-LB-012,"Blade Wielder VI, Long Blade Master IV",96000,M-LB-012,Generic Compound Core:1
M-LB-014,Melee,Long Blade,Chill Blade,2,126,0,0,0,1,0,0,M-LB-002,Blade Wielder III,448,M-LB-002,Draconic Scale:1|Draconic Fang:1|Brittle Tungsten:1
M-LB-015,Melee,Long Blade,Chill Blade II,3,169,0,0,0,1,0,0,M-LB-014,Blade Wielder IV,664,M-LB-014,Cold Ogre Fang:1|Brittle Tungsten:1|Brittle Titanium:1
M-LB-016,Melee,Long Blade,Chill Blade N,5,266,0,0,0,1,0,0,M-LB-015,Blade Wielder V,3360,M-LB-015,Draconic Carapace:1|Freezing Ogre Fang:1|Draconic Cannon:1|Freeze Crystal:1|Tungsten:1
M-LB-017,Melee,Long Blade,Chill Blade X,6,306,0,0,0,1,0,0,M-LB-016,Blade Wielder VI,4160,M-LB-016,Royal Fang:1|Royal Wing:1|Titanium:1|Manganese:1|Ceramic Plate:1
M-LB-018,Melee,Long Blade,Frigorific Blade,8,403,0,0,0,1,0,0,M-LB-017,"Blade Wielder VI, Long Blade Master I",8800,M-LB-017,Prince's Mail:1|Chaotic Lichen:1|Chaotic Eye:1|Oracle Freeze Stone:1|Meteorite:1
M-LB-019,Melee,Long Blade,Frigorific Blade II,10,513,0,0,0,1,0,0,M-LB-018,"Blade wielder VI, Long Blade Master II",13600,M-LB-018,Prince's Sanctum:1|Elder's Horn:1|Ice King Grease:1|Ice King Armor:1|Toughened Ceramic:1
M-LB-020,Melee,Long Blade,Frigorific Blade N,13,585,0,0,0,1,0,0,M-LB-019,"Blade Wielder VI, Long Blade Master III",52000,M-LB-019,Basilisk Rime Horn:1|Prince' Sand:1|Ice King Grease:1|Oracle Freeze Crystal:1|Tungsten Superalloy:1
M-LB-021,Melee,Long Blade,Frigorific Blade EX,14,0,0,0,0,1,0,0,M-LB-020,"Blade Wielder VI, Long Blade Master IV",96000,M-LB-020,Generic Compound Core:1
M-LB-022,Melee,Long Blade,Voltaic Blade,4,225,0,0,0,0,1,0,M-LB-002,Blade Wielder IV,2800,M-LB-002,Chimera Spark Fur:1|Knight Prickle:1|Nickel:1|Ceramic Plate:1
M-LB-023,Melee,Long Blade,Voltaic Blade II,5,266,0,0,0,0,1,0,M-LB-022,Blade Wielder V,3360,M-LB-022,Raven Wing:1|Raven Mask:1|Voltaic Pixie Shell:1|Nickel:1|Manganese:1
M-LB-024,Melee,Long Blade,Voltaic Blade N,6,306,0,0,0,0,1,0,M-LB-023,Blade Wielder VI,4160,M-LB-023,Avian Tendon:1|Quickener:1|Spark Ogre Spire:1|Spark Ogre Fang:1|Magnetic Steel:1
M-LB-025,Melee,Long Blade,Voltaic Blade X,9,459,0,0,0,0,1,0,M-LB-024,"Blade Wielder VI, Long Blade Master I",9600,M-LB-024,Yin-Yang Ingot:1|Yin-Yang Carver:1|Yin-Yang Ambrosia:1|Cemented Carbide:1|Pure Silver:1
M-LB-026,Melee,Long Blade,Voltaic Blade V,10,513,0,0,0,0,1,0,M-LB-025,"Blade Wielder VI, Long Blade Master II",13600,M-LB-025,Elder's Armor:1|Elder's Horn:1|yin-Yang sash:1|Yin-Yang Halo:1|Orichalcum:1
M-LB-027,Melee,Long Blade,Voltaic Blade S,13,585,0,0,0,0,1,0,M-LB-026,"Blade Wielder VI, Long Blade Master III",52000,M-LB-026,Spark Knight God Needle:1|Spark Knight Steel:1|Volt Generator:1|High Conductor:1|Oracle Spark Crystal:2
M-LB-028,Melee,Long Blade,Voltaic Blade EX,14,605,0,0,0,0,1,0,M-LB-027,"Blade Wielder VI, Long Blade Master IV",96000,M-LB-027,Generic Compound Core:1
M-LB-029,Melee,Long Blade,Tail Sword: Silver,1,98,0,0,0,0,0,0,-,Mission Auxiliary I,350,-,Ogre Fang:1|Ogre Tail:1
M-LB-030,Melee,Long Blade,Tail Sword: Silver II,2,125,0,0,0,0,0,0,M-LB-029,Mission Auxiliary II,448,M-LB-029,Draconic Fang:1|Ogre Fang:1|Ogre Helm:1|Angel Fang:1
M-LB-031,Melee,Long Blade,Tail Sword: Silver N,3,167,0,0,0,0,0,0,M-LB-030,Mission Auxiliary III,664,M-LB-030,Chimera Fang:1|Chimera Claw:1|Ogre Fang:1
M-LB-032,Melee,Long Blade,Tail Sword: Maple,5,263,0,0,1,0,0,0,M-LB-031,Mission Auxiliary IV,3360,M-LB-031,Wyrm Horn:1|Hot Barrel:1|Ogre Sharp Helm:1|Pixie Flame Shell:1|Blaze Ogre Mask:1
M-LB-033,Melee,Long Blade,Tail Sword: Maple II,6,303,0,0,1,0,0,0,M-LB-032,"Mission Auxiliary IV, Survival Mastery I",4160,M-LB-032,Blaze Ogre Tooth:1|Blaze Ogre Mask:1|Ogre Sharp Helm:1|Wyrm Redstone:1|Ogre Sharp Tail:1
M-LB-034,Melee,Long Blade,Tail Sword: Ura,8,391,0,0,1,1,0,0,M-LB-033,"Mission Auxiliary IV, Survival Mastery II",8800,M-LB-033,Garuda Talon:1|Shattering Ogre Fang:1|Blaze Ogre Fang:1|Garuda Blade:1|Basilisk Ice Fang:1
M-LB-035,Melee,Long Blade,Tail Sword: Ura II,9,445,0,0,1,1,0,0,M-LB-034,"Mission Auxiliary IV, Survival Mastery III",9600,M-LB-034,Imperial Wing:1|Shattering Ogre Fang:1|Blaze Ogre Fang:1|Aragami Talon:1|Imperial Crown:1
M-LB-036,Melee,Long Blade,Tail Sword: Ura N,11,517,0,0,1,1,0,0,M-LB-035,"Mission Auxiliary IV, Survival MAstery IV",16000,M-LB-035,Serpent Blaze Horn:1|Serpent Blaze Fang:1|Ogre Sharp Helm:1|Blaze Ogre Fang:1|Infernal Ogre Cowl:1
M-LB-037,Melee,Long Blade,Tail Sword: Ura X,12,535,0,0,1,1,0,0,M-LB-036,"Mission Auxiliary IV, Survival Mastery IV",40800,M-LB-036,Phantom Cataphract:1|Infernal OGre Cowl:1|Blaze Ogre Fang:1|Artcic Ogre FangÃƒÆ’Ã‚Â­br>1x Ogre Sharp Fang:1
M-LB-038,Melee,Long Blade,Tail Sword: Ura EX,14,599,0,0,1,1,0,0,M-LB-037,"Mission Auxiliary IV, Survival Mastery IV",96000,M-LB-037,Generic Compound Core:1
M-LB-039,Melee,Long Blade,Tail Sword: Shuten,5,263,0,0,0,0,1,0,M-LB-031,Mission Auxiliary IV,3360,M-LB-031,Ogre Sharp Tail:1|Ogre Sharp Helm:1|Cinnabar:1|Generator:1|Aragami Claw:1
M-LB-040,Melee,Long Blade,Tail Sword: Shuten II,6,303,0,0,0,0,1,0,M-LB-039,"Mission Auxiliary IV, Survival Mastery I",4160,M-LB-039,Spark Ogre Fang:1|Spark Ogre Spire:1|Spark Ogre Mask:1|Chimera Claw:1|Emperor Claw:1
M-LB-041,Melee,Long Blade,Tail Sword: Shuten N,8,399,0,0,0,0,1,0,M-LB-040,"Mission Auxiliary IV, Survival Mastery II",8800,M-LB-040,Chimera Spark Claw:1|Thunder Ogre Fang:1|Thunder Ogre Cowl:1|Chimera Great Wing:1|Aragami Talon:1
M-LB-042,Melee,Long Blade,Tail Sword: Shuten X,9,454,0,0,0,0,1,0,M-LB-041,"Mission Auxiliary IV, Survival Mastery III",9600,M-LB-041,Thunder Ogre Cowl:1|Spark Ogre Spire:1|Pixie Shock Shell:1|Sparking Barrel:1|Thunder Ogre Fang:1
M-LB-043,Melee,Long Blade,Tail Sword: Shuten V,12,546,0,0,0,0,1,0,M-LB-042,"Mission Auxiliary IV, Survival Mastery IV",40800,M-LB-042,Thunder Ogre Tusk:1|Thunder Ogre Domino:1|Thunder Ogre Horn:1|Electro Barrel:1|Pixie Storm Shell:1
M-LB-044,Melee,Long Blade,Tail Sword: Shuten EX,14,599,0,0,0,0,1,0,M-LB-043,"Mission Auxiliary IV, Survival Mastery IV",96000,M-LB-043,Generic Compound Core:1
M-LB-045,Melee,Long Blade,Rebellion,1,101,0,0,0,0,0,0,-,Anger I,1000,-,
M-LB-046,Melee,Long Blade,Rebellion II,4,230,0,0,0,0,0,0,M-LB-045,Anger II,2800,M-LB-045,King Armor:2|King Steel:1|Knight Prickle:1|Wild Barrel:1
M-LB-047,Melee,Long Blade,Rebellion N,6,312,0,0,0,0,0,0,M-LB-046,Anger III,4160,M-LB-046,Prince's Dust:2|Prince's Iron:1|Prince's Spirit:1|King Feeler:1|Cinnabar:1
M-LB-048,Melee,Long Blade,Rebellion X,7,376,0,0,0,0,0,0,M-LB-047,Anger IV,7760,M-LB-047,Prince's Dust:2|Prince's Iron:1|King Grease:1|King Pad:1|Cinnabar:1
M-LB-049,Melee,Long Blade,Rebellion V,9,468,0,0,0,0,0,0,M-LB-048,"Anger IV, Fierce Combatant I",9600,M-LB-048,Yaksha Talon:2|Yaksha Incisor:1|Prince's Mail:1|Flame Nail:1|Witch Amethyst:1
M-LB-050,Melee,Long Blade,Rebellion S,11,544,0,0,0,0,0,0,M-LB-049,"Anger IV, Fierce Combatant II",16000,M-LB-049,Flame Nail:2|Flame Glass:1|Flame Dynamo:1|Abyssal Horn:1|Pixie Inferno Shell:1
M-LB-051,Melee,Long Blade,Rebellion EX,14,617,0,0,0,0,0,0,M-LB-050,"Anger IV, Fierce Combatant III",96000,M-LB-050,Generic Compound Core:1
M-LB-052,Melee,Long Blade,Oblivion,2,118,0,0,0,0,0,1,-,Timid Wisdom I,560,-,Vermilion Piece:1|Lucent Stone:1|Impure Liniment:1
M-LB-053,Melee,Long Blade,Oblivion II,4,221,0,0,0,0,0,1,M-LB-052,Timid Wisdom II,2800,M-LB-052,Goddess Toxin:1|Liniment:1|Vermilion Piece:1|Lucent Stone:1
M-LB-054,Melee,Long Blade,Oblivion N,5,260,0,0,0,0,0,1,M-LB-053,Timid Wisdom III,3360,M-LB-053,Goddess Redstone:1|Knight Redstone:1|Liniment:1|Lucent Crystal:1
M-LB-055,Melee,Long Blade,Oblivion X,6,300,0,0,0,0,0,1,M-LB-054,Timid Wisdom IV,4160,M-LB-054,Hanuman Redstone:1|Lucent Crystal:1|Liniment:1|Vermilon:1|Mahogany Branch:1
M-LB-056,Melee,Long Blade,Oblivion V,8,395,0,0,0,0,0,1,M-LB-055,Timid Wisdom V,8800,M-LB-055,Chaotic Lichen:1|Garuda Crown:1|Vermilion:1|Diablo Eye:1|Prince's Soul:1
M-LB-057,Melee,Long Blade,Oblivious,11,523,0,0,0,0,0,1,M-LB-056,"Timid Wisdom V, Sickness I",16000,M-LB-056,Hanuman Amethyst:1|Oracle Lucent Stone:1|Pure Soft Iron:1|Cemented Carbide:1|Mahogany:1
M-LB-058,Melee,Long Blade,Oblivious II,13,573,0,0,0,0,0,1,M-LB-057,"Timid Wisdom V, Sickness II",52000,M-LB-057,Yin-Yang Scarf:1|Phoenix Crown:1|Cemented Carbide:1|Diablo Oculus:1|Prince's Soul:1
M-LB-059,Melee,Long Blade,Oblivious EX,14,593,0,0,0,0,0,1,M-LB-058,"Timid Wisdom V, Sickness III",96000,M-LB-058,Generic Compound Core:1
M-LB-060,Melee,Long Blade,Grasper,7,362,0,0,0,0,0,1,M-LB-055,"Timid Wisdom IV, Thousand Arms I",7760,M-LB-055,Garuda Crown:1|Vermilion:1|Damascus Steel:1|Ogre Sharp Tail:1|Prince's Thorn:1
M-LB-061,Melee,Long Blade,Grasper II,8,395,0,0,0,0,0,1,M-LB-060,"Timid Wisdom IV, Thousand Arms II",8800,M-LB-060,Oracle Lucent Stone:1|Diablo Plague:1|Coating Agent:1|Sage Stone:1|Yaksha Strand:1
M-LB-062,Melee,Long Blade,Grasper N,10,503,0,0,0,0,0,1,M-LB-061,"Timid Wisdom IV, Thousand Arms III",13600,M-LB-061,Helios Halo:1|Pixie Carapace:1|Helios Carver:2|Coating Agent:1|Oracle Lucent Stone:1
M-LB-063,Melee,Long Blade,Realizer,12,540,0,0,0,0,0,1,M-LB-062,"Timid Wisdom IV, Thousand Arms IV",40800,M-LB-062,Oracle Lucent Crystal:1|Diablo Blight:1|Titanium Superalloy:1|Philosopher's Stone:1|Yaksha Tusk:1
M-LB-064,Melee,Long Blade,Realizer II,13,573,0,0,0,0,0,1,M-LB-063,"Timid Wisdom IV, Thousand Arms IV",52000,M-LB-063,Invictus Corona:1|Emperor Incisor:1|Invictus Carver:1|Tungsten Superalloy:1|Oracle Lucent Crystal:1
M-LB-065,Melee,Long Blade,Realizer EX,14,573,0,0,0,0,0,1,M-LB-064,"Timid wisdom IV, Thousand Arms IV",96000,M-LB-064,Generic Compound Core:1
M-LB-066,Melee,Long Blade,Voltaic Chainsaw,2,121,0,0,0,0,1,0,-,Ironsides I,560,-,Weak Magnet:1|Ogre Fang:1|Angel Fang:1
M-LB-067,Melee,Long Blade,Voltaic Chainsaw II,3,169,0,0,0,0,1,0,M-LB-066,Ironsides II,664,M-LB-066,Avian Claw:1|Impure Grease:1|Brittle Titanium:1
M-LB-068,Melee,Long Blade,Voltaic Chainsaw N,4,225,0,0,0,0,1,0,M-LB-067,Ironsides III,2800,M-LB-067,Knight Pricle:1|Chimera Spakr Fur:1|Chimera Spark Skull:1|Tool Steel:1
M-LB-069,Melee,Long Blade,Voltaic Chainsaw X,6,306,0,0,0,0,1,0,M-LB-068,Ironsides IV,4160,M-LB-068,Spark Knight Armor:1|Spark Knight Iron:1|Chimera Spark Skull:1|Nickel:1|Titanium:1
M-LB-070,Melee,Long Blade,Tempest Chainsaw,8,403,0,0,0,0,1,0,M-LB-069,"Ironsides IV, Total Protection I",8800,M-LB-069,Hanuman Spark Armor:1|Hanuman Mask:1|Hanuman Plumage:1|Volt Generator:1|Oracle Spark Stone:1
M-LB-071,Melee,Long Blade,Tempest Chainsaw II,9,459,0,0,0,0,1,0,M-LB-070,"Ironsides IV, Total PRotection II",9600,M-LB-070,Spark Knight Armor+:1|Howler Ambrosia:1|Howler Plumage:1|High Conductor:1
M-LB-072,Melee,Long Blade,Tempest Chainsaw N,11,533,0,0,0,0,1,0,M-LB-071,"Ironsides IV, Total Protection III",16000,M-LB-071,Helios Carver:1|Ares Alloy:1|Ares Grease:1|Helios Ingot:1|Adamantite:1
M-LB-073,Melee,Long Blade,Tempest Chainsaw EX,14,605,0,0,0,0,1,0,M-LB-072,"Ironsides IV, Total Protection IV",96000,M-LB-072,Generic Compound Core:1
M-LB-074,Melee,Long Blade,Arctic Chainsaw,4,225,0,0,0,1,0,0,M-LB-067,Ironsides III,2800,M-LB-067,Wukong Armor:1|Wukong Mask:1|Freezing Ogre Fang:1|Ogre Sharp Tail:1
M-LB-075,Melee,Long Blade,Arctic Chainsaw II,5,266,0,0,0,1,0,0,M-LB-074,Ironsides IV,3360,M-LB-074,Wukong Armor:1|Simian Armor+:1|Wukong Mask:1|Wukong Redstone:1|Freeze Crystal:1
M-LB-076,Melee,Long Blade,Arctic Chainsaw N,6,306,0,0,0,1,0,0,M-LB-075,"Ironsides IV, Total Protection I",4160,M-LB-075,Royal Wing:1|Wukong Redstone:1|Fallen King Armor:1|Pluto Skull:1|Pluto Grease:1
M-LB-077,Melee,Long Blade,Arctic Chainsaw X,7,369,0,0,0,1,0,0,M-LB-076,"Ironsides IV, Total Protection II",7760,M-LB-076,Royal Fang:1|Royal Wing:1|Royal Filigree:1|Royal Armor:1|Wukong ARmor+:1
M-LB-078,Melee,Long Blade,Frozen Chainsaw,10,513,0,0,0,1,0,0,M-LB-077,"Ironsides IV, Total PRotection III",13600,M-LB-077,Lucifer Ingot:1|Lucifer Prong:1|Boreas Rumbler:1|Oracle Freeze Stone:1|Cyrogenic Alloy:1
M-LB-079,Melee,Long Blade,Frozen Chainsaw II,11,533,0,0,0,1,0,0,M-LB-078,"Ironsides IV, Total Protection IV",16000,M-LB-078,Lucifer Ingot:1|Lucifer Oculus:1|Wukong Armor+:1|Hanuman Ambrosia:1|Adamantite:1
M-LB-080,Melee,Long Blade,Frozen Chainsaw N,13,585,0,0,0,1,0,0,M-LB-079,"Ironsides IV, Total Protection IV",52000,M-LB-079,Ice King Armor:1|Pluto Skull:1|Ice King Grease:1|Arctic Ogre Fang:1|Oracle Freeze Crystal:1
M-LB-081,Melee,Long Blade,Frozen Chainsaw EX,14,605,0,0,0,1,0,0,M-LB-080,"Ironsides IV, Total Protection IV",96000,M-LB-080,Generic Compound Core:1
M-LB-082,Melee,Long Blade,Thunder Chainsaw,4,225,0,0,0,0,0,1,M-LB-067,Ironsides III,2800,M-LB-067,King Armor+:1|King Grease:1|Mithril Silver:1|Vermilion:1
M-LB-083,Melee,Long Blade,Thunder Chainsaw II,5,266,0,0,0,0,0,1,M-LB-082,Ironsides IV,3360,M-LB-082,King Pad:1|King Grease:1|King Gun:1|Ignitor:1
M-LB-084,Melee,Long Blade,Thunder Chainsaw N,7,369,0,0,0,0,0,1,M-LB-083,"Ironsides IV, Total Protection I",7760,M-LB-083,Chaotic Horn:1|Prince's Shield:1|Chaotic Tektite:1|Chaotic Claw:1|Draconic Cannon+:1
M-LB-085,Melee,Long Blade,Thunder Chainsaw X,9,459,0,0,0,0,0,1,M-LB-084,"Ironsides IV, Total Protection II",9600,M-LB-084,Imperial Wing:1|Imperial Crown:1|Shattered God Arc:1|Prince's Mail:1|High Conductor:1
M-LB-086,Melee,Long Blade,Thunder Chainsaw V,10,513,0,0,0,0,0,1,M-LB-085,"Ironsides IV, Total Protection III",13600,M-LB-085,Yin-Yang Carver:1|Yin-Yang Sash:1|Yin-Yang Ambrosia:1|Helios Ingot:1|Adamantite:1
M-LB-087,Melee,Long Blade,Thunder Chainsaw S,13,585,0,0,0,0,0,1,M-LB-086,"Ironsides IV, Total Protection IV",52000,M-LB-086,Elder's Armor:1|Elder's Soul:1|Conqueror Armor:2|Conqueror Steel:1|Ultra-Pure Oil:1
M-LB-088,Melee,Long Blade,Thunder Chainsaw EX,14,605,0,0,0,0,0,1,M-LB-087,"Ironsides IV, Total Protection IV",96000,M-LB-087,Generic Compound Core:1
M-LB-089,Melee,Long Blade,Fin Edge,2,121,0,0,0,1,0,0,-,Oracle Rise I,560,-,Draconic Scale:1|Draconic Fin:1
M-LB-090,Melee,Long Blade,Fin Edge II,3,169,0,0,0,1,0,0,M-LB-089,Oracle Rise II,664,M-LB-089,Draconic Fang:1|Draconic Fin:1|Draconic Horn:1
M-LB-091,Melee,Long Blade,Fin Edge N,4,225,0,0,0,1,0,0,M-LB-090,Oracle Rise III,2800,M-LB-090,Draconic Horn:1|Draconic Carapace:1|Draconic Redstone:1|Draconic Fin:1
M-LB-092,Melee,Long Blade,Fin Edge X,5,266,0,0,0,1,0,0,M-LB-091,Oracle Rise IV,3360,M-LB-091,Wyrm Armor:1|Draconic Horn:1|Draconic Redstone:1|Manganese:1|Wyrm Redstone:1
M-LB-093,Melee,Long Blade,Frozen Fin Edge,6,306,0,0,0,1,0,0,M-LB-092,Oracle Rise V,4160,M-LB-092,Basilisk Armor:1|Draconic Fang:1|Basilisk Redstone:1|Basilisk Gun:1|Duralumin Steel:1
M-LB-094,Melee,Long Blade,Frozen Fin Edge II,9,459,0,0,0,1,0,0,M-LB-093,"Oracle Rise V, Cecchino I",9600,M-LB-093,Ice Wyrm Fang:1|Ice Wyrm Gun:1|Basilisk Ice Armor:1|Draconic Carapace:1|Basilisk Amethyst:1
M-LB-095,Melee,Long Blade,Frozen Fin Edge N,10,513,0,0,0,1,0,0,M-LB-094,"Oracle Rise V, Cecchino II",13600,M-LB-094,Basilisk Ice Horn:1|Ice Wyrm Fang:1|Basilisk Ice Armor:1|Draconic Carapace:1|Frigid Ambrosia:1
M-LB-096,Melee,Long Blade,Frozen Fin Edge X,13,585,0,0,0,1,0,0,M-LB-095,"Oracle Rise V, Cecchino III",52000,M-LB-095,Basilisk Rime Horn:3|Basilisk Hematite:2|Basilisk Arctic Armor:2|Draconic Horn:2|Frigid Ambrosia:1
M-LB-097,Melee,Long Blade,Frozen Fin Edge EX,14,605,0,0,0,1,0,0,M-LB-096,"Oracle Rise V, Cecchino IV",96000,M-LB-096,Generic Compound Core:1
M-LB-098,Melee,Long Blade,Fiery Fin Edge,4,225,0,0,1,0,0,0,M-LB-090,Oracle Rise III,2800,M-LB-090,Wyrm Horn:1|Wyrm Armor:1|Wyrm Redstone:1|Wyrm Fin:1
M-LB-099,Melee,Long Blade,Fiery Fin Edge II,5,266,0,0,1,0,0,0,M-LB-098,Oracle Rise IV,3360,M-LB-098,Wyrm Fin:1|Wyrm Armor:1|Wyrm Redstone:1|Wyrm Horn:1|Draconic Gun:1
M-LB-100,Melee,Long Blade,Fiery Fin Edge N,7,369,0,0,1,0,0,0,M-LB-099,Oracle Rise V,7760,M-LB-099,Wyrm Blaze Horn:1|Draconic Carapace:1|Wyrm Blaze Fang:1|Wyrm Amethyst:1|Draconic Cannon:1
M-LB-101,Melee,Long Blade,Singed Fin Edge,9,459,0,0,1,0,0,0,M-LB-100,"Oracle Rise V, Cecchino I",9600,M-LB-100,Blaze Wyrm Fang:2|Blaze Wyrm Gun:1|Wyrm Fire Armor:1|Draconic Carapace:1|Wyrm Amethyst:1
M-LB-102,Melee,Long Blade,Singed Fin Edge N,10,513,0,0,1,0,0,0,M-LB-101,"Oracle Rise V, Cecchino II",13600,M-LB-101,Wyrm Blaze Horn:2|Blaze Wyrm Fang:2|Wyrm Fire Armor:2|Draconic Carapace:1|Scorched Ambrosia:1
M-LB-103,Melee,Long Blade,Singed Fin Edge X,13,585,0,0,1,0,0,0,M-LB-102,"Oracle Rise V, Cecchino III",52000,M-LB-102,Wyrm Molten Horn:2|Blaze Wyrm Fang:2|Wyrm Blaze Armor:2|Wyrm Hematite:1|Scorched Ambrosia:2
M-LB-104,Melee,Long Blade,Singed Fin Edge EX,14,605,0,0,1,0,0,0,M-LB-103,"Oracle Rise V, Checcino IV",96000,M-LB-103,Generic Compound Core:1
M-LB-105,Melee,Long Blade,Tigertail,3,157,0,0,0,0,2,0,-,Polished Offense I,830,-,Chimera Fur:1|Chimera Skull:1|Chimera Wing:1
M-LB-106,Melee,Long Blade,Tigertail II,4,221,0,0,0,0,2,0,M-LB-105,Polished Offense II,2800,M-LB-105,Chimera spark Fur:1|Chimera Spark Skull:1|Chimera Tusk:1|Generator:1
M-LB-107,Melee,Long Blade,Tigertail N,6,300,0,0,0,0,2,0,M-LB-106,Polished Offense III,4160,M-LB-106,Emperor Mane:1|Chimera Spark Skull:1|Chimera Tusk:1|Generator:1|Spark Crystal:1
M-LB-108,Melee,Long Blade,Tigertail X,8,395,0,0,0,0,2,0,M-LB-107,Polished Offense IV,8800,M-LB-107,Emperor Mane:1|Emperor Claw:1|Chimera Tusk:1|Chimera Great Wing:1|Oracle Spark Stone:1
M-LB-109,Melee,Long Blade,Royal Tigertail,10,503,0,0,0,0,2,0,M-LB-108,"Polished Offense IV, Buildup I",13600,M-LB-108,Chimera Spark Claw:1|Chimera Femur:1|Imperial Claw:1|Volt Generator:1|Oracle Spark Stone:1
M-LB-110,Melee,Long Blade,Royal Tigertail II,12,540,0,0,0,0,2,0,M-LB-109,"Polished Offense IV, Buildup II",40800,M-LB-109,Chimera Spark Fang:1|Chimera Spark Skull:1|Chimera Redstone:1|Emperor Mane:1|Emperor Fang:1
M-LB-111,Melee,Long Blade,Royal Tigertail N,13,573,0,0,0,0,2,0,M-LB-110,"Polished Offense IV, Buildup III",52000,M-LB-110,Emperor Amethyst:1|Chimera Storm Claw:1|Chimera Amethyst:1|Chimera Storm Fur:1|Oracle Spark Crystal:1
M-LB-112,Melee,Long Blade,Royal Tigertail EX,14,594,0,0,0,0,2,0,M-LB-111,"Polished Offense IV, Buildup IV",96000,M-LB-111,Generic Compound Core:1
M-LB-113,Melee,Long Blade,Queen Tail,6,306,0,0,0,1,0,0,M-LB-106,Polished Offense III,4160,M-LB-106,Royal Filigree:1|Royal Wing:1|Chimera Tusk:1|Conductor:1|Freeze Crystal:1
M-LB-114,Melee,Long Blade,Queen Tail II,7,369,0,0,0,1,0,0,M-LB-113,Polished Offense IV,7760,M-LB-113,Royal Fang:1|Royal Wing:1|Chimera Tusk:1|Royal Filigree:1|Oracle Freeze Stone:1
M-LB-115,Melee,Long Blade,Queen Tail N,8,403,0,0,0,1,0,0,M-LB-114,"Polished Offense IV, Buildup I",8800,M-LB-114,Royal Ice Wing:1|Chimera Spark Claw:1|Emperor Limb:1|High Conductor:1|Oracle Freeze Stone:1
M-LB-116,Melee,Long Blade,Queen Tail X,11,533,0,0,0,1,0,0,M-LB-115,"Polishd Offense IV, Buildup II",16000,M-LB-115,Royal Redstone:1|Royal Ice Armor:1|Chimera Redstone:1|Imperial Claw:1|Emperor Fang:1
M-LB-117,Melee,Long Blade,Queen Tail S,13,585,0,0,0,1,0,0,M-LB-116,"Polished Offense IV, Buildup III",52000,M-LB-116,Royal Crystal Armor:1|Royal Crystal Wing:1|Royal Amethyst:1|Emperor Incisor:1|Oracle Freeze Crystal:1
M-LB-118,Melee,Long Blade,Queen Tail EX,14,605,0,0,0,1,0,0,M-LB-117,"Polished Offense IV, Buildup IV",96000,M-LB-117,Generic Compound Core:1
M-LB-119,Melee,Long Blade,Ice Katana,3,160,0,0,0,1,0,0,-,Artisan's Hand I,830,-,Knight Prickle:1|Cold Ogre Fang:1|Impure Jewel Steel:1|Impure Soft Iron:1
M-LB-120,Melee,Long Blade,Ice Katana II,5,266,0,0,0,1,0,0,M-LB-119,Artisan's Hand II,3360,M-LB-119,Draconic Scale:1|Draconic Redstone:1|Knight Needle:1|Knight Redstone:1|Soft Iron:1
M-LB-121,Melee,Long Blade,Ice Katana N,6,306,0,0,0,1,0,0,M-LB-120,Artisan's Hand III,4160,M-LB-120,Royal Fang:1|Royal Wing:1|Fallen King Armor:1|Pluto Skull:1|Freeze Crystal:1
M-LB-122,Melee,Long Blade,Ice Katana X,7,369,0,0,0,1,0,0,M-LB-121,Artisan's Hand IV,7760,M-LB-121,Fallen King Armor:1|Basilisk Armor:1|Basilisk Gun:1|Basilisk Redstone:1|Meteorite:1
M-LB-123,Melee,Long Blade,Glacier Katana,9,459,0,0,0,1,0,0,M-LB-122,"Artisan's Hand IV, Technical Power I",9600,M-LB-122,Ice King Armor:1|Ice King Grease:1|Ice Wyrm Fang:1|Frigid Ambrosia:1|Oracle Freeze Stone:1
M-LB-124,Melee,Long Blade,Glacier Katana II,12,551,0,0,0,1,0,0,M-LB-123,"Artisan's Hand IV, Technical Power II",40800,M-LB-123,Basilisk Rime Horn:1|Basilisk Hematite:1|Ice King Armor:1|Ares Armor:1|Orichalcum:1
M-LB-125,Melee,Long Blade,Glacier Katana N,13,585,0,0,0,1,0,0,M-LB-124,"Artisan's Hand IV, Technical Power III",52000,M-LB-124,Royal Frame:1|Royal Crystal Wing:1|Pluto Skull:1|Ice King Grease:1|Oracle Freeze Stone:1
M-LB-126,Melee,Long Blade,Glacier Katana EX,14,605,0,0,0,1,0,0,M-LB-125,"Artisan's Hand IV, Technical Power IV",96000,M-LB-125,Generic Compound Core:1
M-LB-127,Melee,Long Blade,Clemencor,3,163,0,0,0,1,0,0,-,Objective Master I,830,-,Chimera Fur:1|Angel Fang:1|Chimera Fang:1|Brittle Titanium:1
M-LB-128,Melee,Long Blade,Clemencor II,4,230,0,0,0,1,0,0,M-LB-127,Objective Master II,2800,M-LB-127,Chimera Claw:1|Draconic Scale:1|Draconic horn:1|Draconic Fang:1
